scientificName,nameJa,author,source,photoUrl,licenseCode,licenseUrl,credit
Ceiba pentandra,カポック,Manuel Ortiz,iNaturalist,https://www.inaturalist.org/photos/32279278,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Ceiba pentandra [Ceiba pentandra] — Manuel Ortiz / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/32279278. Original attribution: no rights reserved, uploaded by Manuel Ortiz. Resized and re-encoded; no subject alteration."
Centrochelys sulcata,ケヅメリクガメ,Bernard DUPONT,iNaturalist,https://www.inaturalist.org/photos/286883668,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0/,"Centrochelys sulcata [Centrochelys sulcata] — Bernard DUPONT / iNaturalist, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/286883668. Original attribution: (c) Bernard DUPONT, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Ceratotherium simum,シロサイ,Tom Field,iNaturalist,https://www.inaturalist.org/photos/526914573,cc-by,https://creativecommons.org/licenses/by/4.0/,"Ceratotherium simum [Ceratotherium simum] — Tom Field / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/526914573. Original attribution: (c) Tom Field, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Cervus elaphus,アカシカ,Diego González Dopico,iNaturalist,https://www.inaturalist.org/photos/455676125,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cervus elaphus [Cervus elaphus] — Diego González Dopico / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/455676125. Original attribution: (c) Diego González Dopico, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Cetorhinus maximus,ウバザメ,Sandra Keller,iNaturalist,https://www.inaturalist.org/photos/204425017,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cetorhinus maximus [Cetorhinus maximus] — Sandra Keller / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/204425017. Original attribution: (c) Sandra Keller, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Chamaeleo calyptratus,エボシカメレオン,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/729922323,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Chamaeleo calyptratus [Chamaeleo calyptratus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/729922323. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Chelonia mydas,アオウミガメ,Kyle Van Houtan,iNaturalist,https://www.inaturalist.org/photos/226920324,cc-by,https://creativecommons.org/licenses/by/4.0/,"Chelonia mydas [Chelonia mydas] — Kyle Van Houtan / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/226920324. Original attribution: (c) Kyle Van Houtan, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Chelonoidis niger,ガラパゴスゾウガメ,John G. Phillips,iNaturalist,https://www.inaturalist.org/photos/37748207,cc-by,https://creativecommons.org/licenses/by/4.0/,"Chelonoidis niger [Chelonoidis niger] — John G. Phillips / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/37748207. Original attribution: (c) John G. Phillips, some rights reserved (CC BY), uploaded by John G. Phillips. Resized and re-encoded; no subject alteration."
Chelydra serpentina,カミツキガメ,stephen,iNaturalist,https://www.inaturalist.org/photos/78630816,cc-by,https://creativecommons.org/licenses/by/4.0/,"Chelydra serpentina [Chelydra serpentina] — stephen / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/78630816. Original attribution: (c) stephen, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Chiloscyllium punctatum,イヌザメ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/660581567,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Chiloscyllium punctatum [Chiloscyllium punctatum] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/660581567. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Choloepus hoffmanni,ホフマンナマケモノ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/295073190,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Choloepus hoffmanni [Choloepus hoffmanni] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/295073190. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Chondrus crispus,アイリッシュモス,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/417420488,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Chondrus crispus [Chondrus crispus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/417420488. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Cicer arietinum,ヒヨコマメ,Mirko Duimich,iNaturalist,https://www.inaturalist.org/photos/326896969,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cicer arietinum [Cicer arietinum] — Mirko Duimich / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/326896969. Original attribution: (c) Mirko Duimich, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Ciona intestinalis,カタユウレイボヤ（狭義）,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/165376311,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Ciona intestinalis [Ciona intestinalis] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/165376311. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Claviceps purpurea,麦角菌,Alexis,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claviceps_purpurea_71430491.jpg,cc-by,https://creativecommons.org/licenses/by/4.0,"Claviceps purpurea 71430491 [Claviceps purpurea] — Alexis / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Claviceps_purpurea_71430491.jpg. Original attribution: https://www.inaturalist.org/photos/71430491. Resized and re-encoded; no subject alteration."
Clupea harengus,タイセイヨウニシン,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/420893815,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Clupea harengus [Clupea harengus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/420893815. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Coccinella septempunctata,ナナホシテントウ,Anna Petrosyan,iNaturalist,https://www.inaturalist.org/photos/162226101,cc-by,https://creativecommons.org/licenses/by/4.0/,"Coccinella septempunctata [Coccinella septempunctata] — Anna Petrosyan / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/162226101. Original attribution: (c) Anna Petrosyan, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Cocos nucifera,ココヤシ,David Anderson,iNaturalist,https://www.inaturalist.org/photos/103610074,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cocos nucifera [Cocos nucifera] — David Anderson / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/103610074. Original attribution: (c) David Anderson, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Coffea arabica,アラビカコーヒーノキ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/480261781,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Coffea arabica [Coffea arabica] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/480261781. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Columba livia,カワラバト,Birds of Gilgit-Baltistan,iNaturalist,https://www.inaturalist.org/photos/466776975,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0/,"Columba livia [Columba livia] — Birds of Gilgit-Baltistan / iNaturalist, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/466776975. Original attribution: (c) Birds of Gilgit-Baltistan, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Connochaetes taurinus,オグロヌー,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/143660497,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Connochaetes taurinus [Connochaetes taurinus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/143660497. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Conraua goliath,ゴライアスガエル,Ryan van Huyssteen,iNaturalist,https://www.inaturalist.org/photos/360001369,cc-by,https://creativecommons.org/licenses/by/4.0/,"Conraua goliath [Conraua goliath] — Ryan van Huyssteen / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/360001369. Original attribution: (c) Ryan van Huyssteen, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Coptotermes formosanus,イエシロアリ,Tyler Bishop,iNaturalist,https://www.inaturalist.org/photos/39817844,cc-by,https://creativecommons.org/licenses/by/4.0/,"Coptotermes formosanus [Coptotermes formosanus] — Tyler Bishop / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/39817844. Original attribution: (c) Tyler Bishop, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Corallina officinalis,サンゴモ・オフィキナリス,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/202533904,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Corallina officinalis [Corallina officinalis] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/202533904. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Corvus brachyrhynchos,アメリカガラス,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/53516042,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Corvus brachyrhynchos [Corvus brachyrhynchos] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/53516042. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Corvus corax,ワタリガラス,Mila C.,iNaturalist,https://www.inaturalist.org/photos/381522855,cc-by,https://creativecommons.org/licenses/by/4.0/,"Corvus corax [Corvus corax] — Mila C. / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/381522855. Original attribution: (c) Mila C., some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Crassostrea gigas,マガキ,"[Photos: Dagmar Lackschewitz] Waser, A.M., Lackschewitz, D., Knol, J. et al. Spread of the invasive shell-boring annelid Polydora websteri (Polychaeta, Spionidae) into naturalised oyster reefs in the European Wadden Sea. Mar. Biodivers. 50, 63 (2020). https://doi.org/10.1007/s12526-020-01092-6",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crassostrea_gigas_infested_with_Polydora_websteri_(10.1007-s12526-020-01092-6)_Figure_1.jpg,cc-by,https://creativecommons.org/licenses/by/4.0,"Crassostrea gigas infested with Polydora websteri (10.1007-s12526-020-01092-6) Figure 1 [Crassostrea gigas] — [Photos: Dagmar Lackschewitz] Waser, A.M., Lackschewitz, D., Knol, J. et al. Spread of the invasive shell-boring annelid Polydora websteri (Polychaeta, Spionidae) into naturalised oyster reefs in the European Wadden Sea. Mar. Biodivers. 50, 63 (2020). https://doi.org/10.1007/s12526-020-01092-6 / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Crassostrea_gigas_infested_with_Polydora_websteri_(10.1007-s12526-020-01092-6)_Figure_1.jpg. Original attribution: https://doi.org/10.1007/s12526-020-01092-6. Resized and re-encoded; no subject alteration."
Crocodylus niloticus,ナイルワニ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/107830399,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Crocodylus niloticus [Crocodylus niloticus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/107830399. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Crocodylus porosus,イリエワニ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/22073105,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Crocodylus porosus [Crocodylus porosus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/22073105. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Crocuta crocuta,ブチハイエナ,Amelia Tauber,iNaturalist,https://www.inaturalist.org/photos/123762771,cc-by,https://creativecommons.org/licenses/by/4.0/,"Crocuta crocuta [Crocuta crocuta] — Amelia Tauber / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/123762771. Original attribution: (c) Amelia Tauber, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Crotalus atrox,ニシダイヤガラガラヘビ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/421927710,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Crotalus atrox [Crotalus atrox] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/421927710. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Cryptobranchus alleganiensis,アメリカオオサンショウウオ,Dominic,iNaturalist,https://www.inaturalist.org/photos/545660283,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cryptobranchus alleganiensis [Cryptobranchus alleganiensis] — Dominic / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/545660283. Original attribution: (c) Dominic, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Cryptococcus neoformans,クリプトコックス・ネオフォルマンス,Persian Microbiologist,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cryptococcus_neoformans_,capsul,India_ink.jpg",cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0,"Cryptococcus neoformans ,capsul,India ink [Cryptococcus neoformans] — Persian Microbiologist / Wikimedia Commons, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Cryptococcus_neoformans_,capsul,India_ink.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Cuon alpinus,ドール,Morten Ross,iNaturalist,https://www.inaturalist.org/photos/224605535,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cuon alpinus [Cuon alpinus] — Morten Ross / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/224605535. Original attribution: (c) Morten Ross, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Cyanea capillata,キタユウレイクラゲ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/557514597,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Cyanea capillata [Cyanea capillata] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/557514597. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Cyanocitta cristata,アオカケス,Judy Gallagher,iNaturalist,https://www.inaturalist.org/photos/530721418,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cyanocitta cristata [Cyanocitta cristata] — Judy Gallagher / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/530721418. Original attribution: (c) Judy Gallagher, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Cyathea spinulosa,ヘゴ,self,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cyathea_spinulosa.jpg,cc-by,https://creativecommons.org/licenses/by/3.0,"Cyathea spinulosa [Cyathea spinulosa] — self / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/3.0); source: https://commons.wikimedia.org/wiki/File:Cyathea_spinulosa.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Cycas revoluta,ソテツ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/431290635,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Cycas revoluta [Cycas revoluta] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/431290635. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Cygnus olor,コブハクチョウ,carnifex,iNaturalist,https://www.inaturalist.org/photos/13855998,cc-by,https://creativecommons.org/licenses/by/4.0/,"Cygnus olor [Cygnus olor] — carnifex / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/13855998. Original attribution: (c) carnifex, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Cyprinus carpio,コイ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/396074163,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Cyprinus carpio [Cyprinus carpio] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/396074163. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Dacelo novaeguineae,ワライカワセミ,Sockrosma,iNaturalist,https://www.inaturalist.org/photos/353967913,cc-by,https://creativecommons.org/licenses/by/4.0/,"Dacelo novaeguineae [Dacelo novaeguineae] — Sockrosma / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/353967913. Original attribution: (c) Sockrosma, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Danaus plexippus,オオカバマダラ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/169360078,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Danaus plexippus [Danaus plexippus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/169360078. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Danio rerio,ゼブラフィッシュ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/537951317,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Danio rerio [Danio rerio] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/537951317. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Daphnia magna,オオミジンコ,"Dieter Ebert, Basel, Switzerland",iNaturalist,https://www.inaturalist.org/photos/81827961,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0/,"Daphnia magna [Daphnia magna] — Dieter Ebert, Basel, Switzerland / iNaturalist, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/81827961. Original attribution: (c) Dieter Ebert, Basel, Switzerland, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Dasyatis pastinaca,コモンスティングレイ,shahar chaikin,iNaturalist,https://www.inaturalist.org/photos/238739504,cc-by,https://creativecommons.org/licenses/by/4.0/,"Dasyatis pastinaca [Dasyatis pastinaca] — shahar chaikin / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/238739504. Original attribution: (c) shahar chaikin, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Dasypus novemcinctus,ココノオビアルマジロ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/712295426,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Dasypus novemcinctus [Dasypus novemcinctus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/712295426. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Daubentonia madagascariensis,アイアイ,Frank Vassen,iNaturalist,https://www.inaturalist.org/photos/4582836,cc-by,https://creativecommons.org/licenses/by/4.0/,"Daubentonia madagascariensis [Daubentonia madagascariensis] — Frank Vassen / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/4582836. Original attribution: (c) Frank Vassen, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Deinococcus radiodurans,デイノコッカス・ラディオデュランス,"Stephanie-Jane Nobs, Matthew D. Johnson, Timothy J. Williams, Julia Meltzer, Xabier Vázquez-Campos, Fraser I. MacLeod, Keiran Rowell, Miranda Pitt, Bindusmita Paul, Doulin C. Shepherd, Katharine A. Michie, Iain G. Duggin, Debnath Ghosal, Brendan P. Burns",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1-s2.0-S0960982226003301-gr4_Nerearchaeum_marumarumayae_structural_protein_homologs.jpg,cc-by,https://creativecommons.org/licenses/by/4.0,"1-s2.0-S0960982226003301-gr4 Nerearchaeum marumarumayae structural protein homologs [Deinococcus radiodurans] — Stephanie-Jane Nobs, Matthew D. Johnson, Timothy J. Williams, Julia Meltzer, Xabier Vázquez-Campos, Fraser I. MacLeod, Keiran Rowell, Miranda Pitt, Bindusmita Paul, Doulin C. Shepherd, Katharine A. Michie, Iain G. Duggin, Debnath Ghosal, Brendan P. Burns / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:1-s2.0-S0960982226003301-gr4_Nerearchaeum_marumarumayae_structural_protein_homologs.jpg. Original attribution: An Asgard archaeon from a modern analog of ancient microbial mats. In: Current Biology ; doi : 10.1016/j.cub.2026.03.041 .. Resized and re-encoded; no subject alteration."
Delphinapterus leucas,シロイルカ,Lucy Keith-Diagne,iNaturalist,https://www.inaturalist.org/photos/177555065,cc-by,https://creativecommons.org/licenses/by/4.0/,"Delphinapterus leucas [Delphinapterus leucas] — Lucy Keith-Diagne / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/177555065. Original attribution: (c) Lucy Keith-Diagne, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Dendroaspis polylepis,ブラックマンバ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/189495916,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Dendroaspis polylepis [Dendroaspis polylepis] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/189495916. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Dendrobates tinctorius,アイゾメヤドクガエル,Yves Bas,iNaturalist,https://www.inaturalist.org/photos/109403891,cc-by,https://creativecommons.org/licenses/by/4.0/,"Dendrobates tinctorius [Dendrobates tinctorius] — Yves Bas / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/109403891. Original attribution: (c) Yves Bas, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Dermochelys coriacea,オサガメ,Pam Kleinsasser,iNaturalist,https://www.inaturalist.org/photos/23833432,cc-by,https://creativecommons.org/licenses/by/4.0/,"Dermochelys coriacea [Dermochelys coriacea] — Pam Kleinsasser / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/23833432. Original attribution: (c) Pam Kleinsasser, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Desmodus rotundus,ナミチスイコウモリ,Tomás Carranza Perales,iNaturalist,https://www.inaturalist.org/photos/149104034,cc-by,https://creativecommons.org/licenses/by/4.0/,"Desmodus rotundus [Desmodus rotundus] — Tomás Carranza Perales / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/149104034. Original attribution: (c) Tomás Carranza Perales, some rights reserved (CC BY), uploaded by Tomás Carranza Perales. Resized and re-encoded; no subject alteration."
Diceros bicornis,クロサイ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/110487730,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Diceros bicornis [Diceros bicornis] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/110487730. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Dictyostelium discoideum,キイロタマホコリカビ,Usman Bashir,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Dictyostelium_discoideum_09.jpg,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0,"Dictyostelium discoideum 09 [Dictyostelium discoideum] — Usman Bashir / Wikimedia Commons, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Dictyostelium_discoideum_09.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Didelphis virginiana,キタオポッサム,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/173131417,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Didelphis virginiana [Didelphis virginiana] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/173131417. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Diomedea exulans,ワタリアホウドリ,Flavien Saboureau,iNaturalist,https://www.inaturalist.org/photos/336189515,cc-by,https://creativecommons.org/licenses/by/4.0/,"Diomedea exulans [Diomedea exulans] — Flavien Saboureau / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/336189515. Original attribution: (c) Flavien Saboureau, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Dionaea muscipula,ハエトリグサ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/432274864,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Dionaea muscipula [Dionaea muscipula] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/432274864. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Diploria labyrinthiformis,メイズブレインコーラル,Louis Imbeau,iNaturalist,https://www.inaturalist.org/photos/33168991,cc-by,https://creativecommons.org/licenses/by/4.0/,"Diploria labyrinthiformis [Diploria labyrinthiformis] — Louis Imbeau / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/33168991. Original attribution: (c) Louis Imbeau, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Dromaius novaehollandiae,エミュー,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/329391939,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Dromaius novaehollandiae [Dromaius novaehollandiae] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/329391939. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Drosophila melanogaster,キイロショウジョウバエ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/15501015,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Drosophila melanogaster [Drosophila melanogaster] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/15501015. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
