scientificName,nameJa,assetId,status,author,source,photoUrl,licenseName,licenseUrl,credit
Anthriscus sylvestris,,commons-105377947,primary_candidate,T. Kebert,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Anthriscus_sylvestris_TK_2021-05-16_2.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Anthriscus sylvestris TK 2021-05-16 2 [Anthriscus sylvestris] — T. Kebert / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Anthriscus_sylvestris_TK_2021-05-16_2.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Anthriscus sylvestris,,commons-72194286,supplementary_only,"Krzysztof Ziarnek, Kenraiz",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Anthriscus_sylvestris_kz01.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Anthriscus sylvestris kz01 [Anthriscus sylvestris] — Krzysztof Ziarnek, Kenraiz / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Anthriscus_sylvestris_kz01.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Anthriscus sylvestris,,inat-282716008,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/282716008,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Anthriscus sylvestris [Anthriscus sylvestris] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/282716008. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Antilocapra americana,プロングホーン,inat-268596217,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/268596217,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Antilocapra americana [Antilocapra americana] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/268596217. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Aphelocoma californica,アメリカカケス,commons-20641254,supplementary_only,Sarah Stierch,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aphelocoma_californica_-_Sarah_Stierch_-_C.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"Aphelocoma californica - Sarah Stierch - C [Aphelocoma californica] — Sarah Stierch / Wikimedia Commons, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Aphelocoma_californica_-_Sarah_Stierch_-_C.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Aphelocoma californica,アメリカカケス,commons-73974161,primary_candidate,"Becky Matsubara from El Sobrante, California",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:California_Scrub_Jay,_Richmond,_Contra_Costa,_California_(30644196597).jpg",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"California Scrub Jay, Richmond, Contra Costa, California (30644196597) [Aphelocoma californica] — Becky Matsubara from El Sobrante, California / Wikimedia Commons, CC BY 2.0 (https://creativecommons.org/licenses/by/2.0); source: https://commons.wikimedia.org/wiki/File:California_Scrub_Jay,_Richmond,_Contra_Costa,_California_(30644196597).jpg. Original attribution: California Scrub-Jay. Resized and re-encoded; no subject alteration."
Apis mellifera,セイヨウミツバチ,commons-10979574,primary_candidate,Andreas Trepte,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apis_mellifera_Western_honey_bee.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,"Apis mellifera Western honey bee [Apis mellifera] — Andreas Trepte / Wikimedia Commons, CC BY-SA 2.5 (https://creativecommons.org/licenses/by-sa/2.5); source: https://commons.wikimedia.org/wiki/File:Apis_mellifera_Western_honey_bee.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Apis mellifera,セイヨウミツバチ,inat-217394043,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/217394043,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Apis mellifera [Apis mellifera] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/217394043. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Aptenodytes forsteri,コウテイペンギン,commons-9962254,primary_candidate,Ian Duffy from UK,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Aptenodytes_forsteri_-Snow_Hill_Island,_Antarctica_-adults_and_juvenile-8.jpg",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Aptenodytes forsteri -Snow Hill Island, Antarctica -adults and juvenile-8 [Aptenodytes forsteri] — Ian Duffy from UK / Wikimedia Commons, CC BY 2.0 (https://creativecommons.org/licenses/by/2.0); source: https://commons.wikimedia.org/wiki/File:Aptenodytes_forsteri_-Snow_Hill_Island,_Antarctica_-adults_and_juvenile-8.jpg. Original attribution: Animal Portraits Uploaded by Snowmanradio. Resized and re-encoded; no subject alteration."
Aptenodytes forsteri,コウテイペンギン,inat-2912286,primary_candidate,John Barkla,iNaturalist,https://www.inaturalist.org/photos/2912286,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Aptenodytes forsteri [Aptenodytes forsteri] — John Barkla / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/2912286. Original attribution: (c) John Barkla, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Aptenodytes patagonicus,オウサマペンギン,commons-46589090,primary_candidate,Godot13,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:SGI-2016-South_Georgia_(Fortuna_Bay)%E2%80%93King_penguin_(Aptenodytes_patagonicus)_04.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"SGI-2016-South Georgia (Fortuna Bay)–King penguin (Aptenodytes patagonicus) 04 [Aptenodytes patagonicus] — Godot13 / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:SGI-2016-South_Georgia_(Fortuna_Bay)%E2%80%93King_penguin_(Aptenodytes_patagonicus)_04.jpg. Original attribution: Andrew Shiva / Wikipedia. Resized and re-encoded; no subject alteration."
Aptenodytes patagonicus,オウサマペンギン,inat-278800586,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/278800586,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Aptenodytes patagonicus [Aptenodytes patagonicus] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/278800586. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Apteryx mantelli,キタキーウィ,commons-179438660,supplementary_only,Lukáš Nekolný,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apteryx_mantelli_kivi_hn%C4%9Bd%C3%BD_Muzeum_v%C3%BDchodn%C3%ADch_%C4%8Cech.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Apteryx mantelli kivi hnědý Muzeum východních Čech [Apteryx mantelli] — Lukáš Nekolný / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Apteryx_mantelli_kivi_hn%C4%9Bd%C3%BD_Muzeum_v%C3%BDchodn%C3%ADch_%C4%8Cech.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Aquila chrysaetos,イヌワシ,commons-142133890,primary_candidate,Giles Laurent,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_(Switzerland)_Photo_by_Giles_Laurent.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"015 Wild Golden Eagle in flight at Pfyn-Finges (Switzerland) Photo by Giles Laurent [Aquila chrysaetos] — Giles Laurent / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_(Switzerland)_Photo_by_Giles_Laurent.jpg. Original attribution: © Giles Laurent , gileslaurent.com , License CC BY-SA. Resized and re-encoded; no subject alteration."
Aquila chrysaetos,イヌワシ,inat-222207380,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/222207380,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Aquila chrysaetos [Aquila chrysaetos] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/222207380. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Ara macao,コンゴウインコ,commons-129792788,primary_candidate,Charles J. Sharp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Scarlet_macaw_(Ara_macao_cyanopterus)_Copan.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Scarlet macaw (Ara macao cyanopterus) Copan [Ara macao] — Charles J. Sharp / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Scarlet_macaw_(Ara_macao_cyanopterus)_Copan.jpg. Original attribution: Own work , from Sharp Photography, sharpphotography.co.uk. Resized and re-encoded; no subject alteration."
Ara macao,コンゴウインコ,inat-600880304,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/600880304,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Ara macao [Ara macao] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/600880304. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Arabidopsis thaliana,シロイヌナズナ,inat-427237684,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/427237684,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Arabidopsis thaliana [Arabidopsis thaliana] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/427237684. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Arachis hypogaea,ラッカセイ,inat-105026294,primary_candidate,葉子,iNaturalist,https://www.inaturalist.org/photos/105026294,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Arachis hypogaea [Arachis hypogaea] — 葉子 / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/105026294. Original attribution: no rights reserved, uploaded by 葉子. Resized and re-encoded; no subject alteration."
Aralia nudicaulis,,inat-2187404,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/2187404,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Aralia nudicaulis [Aralia nudicaulis] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/2187404. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Araneus diadematus,ニワオニグモ,inat-156036389,primary_candidate,hedera.baltica,iNaturalist,https://www.inaturalist.org/photos/156036389,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,"Araneus diadematus [Araneus diadematus] — hedera.baltica / iNaturalist, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/156036389. Original attribution: (c) hedera.baltica, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Arapaima gigas,ピラルクー,commons-7755863,primary_candidate,Shizhao,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Arapaima_gigas_at_Beijing_aquarium.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Arapaima gigas at Beijing aquarium [Arapaima gigas] — Shizhao / Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:Arapaima_gigas_at_Beijing_aquarium.JPG. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Araucaria araucana,チリマツ,commons-70557515,primary_candidate,Vicente Fernández Rioja,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Araucaria_en_Parque_Nacional_Conguillio.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Araucaria en Parque Nacional Conguillio [Araucaria araucana] — Vicente Fernández Rioja / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Araucaria_en_Parque_Nacional_Conguillio.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Araucaria araucana,チリマツ,inat-219417340,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/219417340,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Araucaria araucana [Araucaria araucana] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/219417340. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Archilochus colubris,ノドアカハチドリ,commons-11192619,primary_candidate,jeffreyw,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Archilochus_colubris_-flying_-male-8.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Archilochus colubris -flying -male-8 [Archilochus colubris] — jeffreyw / Wikimedia Commons, CC BY 2.0 (https://creativecommons.org/licenses/by/2.0); source: https://commons.wikimedia.org/wiki/File:Archilochus_colubris_-flying_-male-8.jpg. Original attribution: just to keep my hand in Uploaded by Snowmanradio. Resized and re-encoded; no subject alteration."
Archilochus colubris,ノドアカハチドリ,inat-314800928,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/314800928,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Archilochus colubris [Archilochus colubris] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/314800928. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Architeuthis dux,ダイオウイカ,commons-14936703,supplementary_only,NTNU Vitenskapsmuseet,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Giant_squid_Ranheim.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Giant squid Ranheim [Architeuthis dux] — NTNU Vitenskapsmuseet / Wikimedia Commons, CC BY 2.0 (https://creativecommons.org/licenses/by/2.0); source: https://commons.wikimedia.org/wiki/File:Giant_squid_Ranheim.jpg. Original attribution: Kjempeblekksprut - Giant Squid Uploaded by Arsenikk. Resized and re-encoded; no subject alteration."
Architeuthis dux,ダイオウイカ,inat-68146399,supplementary_only,Auckland War Memorial Museum,iNaturalist,https://www.inaturalist.org/photos/68146399,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Architeuthis dux [Architeuthis dux] — Auckland War Memorial Museum / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/68146399. Original attribution: (c) Auckland War Memorial Museum, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Arctostaphylos uva-ursi,クマコケモモ,commons-2792665,primary_candidate,Walter Siegmund,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Arctostaphylos_uva-ursi_25924.JPG,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,"Arctostaphylos uva-ursi 25924 [Arctostaphylos uva-ursi] — Walter Siegmund / Wikimedia Commons, CC BY 2.5 (https://creativecommons.org/licenses/by/2.5); source: https://commons.wikimedia.org/wiki/File:Arctostaphylos_uva-ursi_25924.JPG. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Arctostaphylos uva-ursi,クマコケモモ,commons-70987948,supplementary_only,"Krzysztof Ziarnek, Kenraiz",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Arctostaphylos_uva-ursi_kz01.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Arctostaphylos uva-ursi kz01 [Arctostaphylos uva-ursi] — Krzysztof Ziarnek, Kenraiz / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Arctostaphylos_uva-ursi_kz01.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Ardea alba,ダイサギ,commons-175499609,primary_candidate,Chuck Homler (FocusOnWildlife.Me),Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Great_Egret_(Ardea_alba)_in_Breeding_Plumage,_Cape_May_County,_New_Jersey,_USA_(cropped).png",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Great Egret (Ardea alba) in Breeding Plumage, Cape May County, New Jersey, USA (cropped) [Ardea alba] — Chuck Homler (FocusOnWildlife.Me) / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Great_Egret_(Ardea_alba)_in_Breeding_Plumage,_Cape_May_County,_New_Jersey,_USA_(cropped).png. Original attribution: This photograph was taken with a Canon EOS R5 by u:Needsmoreritalin .. Resized and re-encoded; no subject alteration."
Ardea alba,ダイサギ,inat-576660418,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/576660418,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Ardea alba [Ardea alba] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/576660418. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Ardea cinerea,アオサギ,inat-73516715,primary_candidate,Frank Sengpiel,iNaturalist,https://www.inaturalist.org/photos/73516715,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Ardea cinerea [Ardea cinerea] — Frank Sengpiel / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/73516715. Original attribution: (c) Frank Sengpiel, some rights reserved (CC BY), uploaded by Frank Sengpiel. Resized and re-encoded; no subject alteration."
Ardea herodias,オオアオサギ,commons-131742920,primary_candidate,Judy Gallagher,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Great_Blue_Heron_-_Ardea_herodias,_Wakodahatchee_Wetlands,_Boynton_Beach,_Florida,_December_8,_2021_(52883601881).jpg",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Great Blue Heron - Ardea herodias, Wakodahatchee Wetlands, Boynton Beach, Florida, December 8, 2021 (52883601881) [Ardea herodias] — Judy Gallagher / Wikimedia Commons, CC BY 2.0 (https://creativecommons.org/licenses/by/2.0); source: https://commons.wikimedia.org/wiki/File:Great_Blue_Heron_-_Ardea_herodias,_Wakodahatchee_Wetlands,_Boynton_Beach,_Florida,_December_8,_2021_(52883601881).jpg. Original attribution: Great Blue Heron - Ardea herodias, Wakodahatchee Wetlands, Boynton Beach, Florida, December 8, 2021. Resized and re-encoded; no subject alteration."
Ardea herodias,オオアオサギ,commons-149193258,supplementary_only,Paul Danese,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:20240601_great_blue_heron_wethersfield_cove_PD208243.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"20240601 great blue heron wethersfield cove PD208243 [Ardea herodias] — Paul Danese / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:20240601_great_blue_heron_wethersfield_cove_PD208243.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Ardea herodias,オオアオサギ,inat-191194754,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/191194754,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Ardea herodias [Ardea herodias] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/191194754. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Ardea ibis,ニシアマサギ,commons-196710026,supplementary_only,Gilmar R. Ferreira,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ardea_ibis_-_Parque_Estadual_da_Serra_do_Mar_-_iNaturalist_103203487_(5).jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Ardea ibis - Parque Estadual da Serra do Mar - iNaturalist 103203487 (5) [Ardea ibis] — Gilmar R. Ferreira / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Ardea_ibis_-_Parque_Estadual_da_Serra_do_Mar_-_iNaturalist_103203487_(5).jpeg. Original attribution: Own work , publicada originalmente em iNaturalist. Resized and re-encoded; no subject alteration."
Ardea ibis,ニシアマサギ,commons-49001983,primary_candidate,Kora27,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Kuhreiher_am_Strand_in_%C3%84gypten_9528BE.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Kuhreiher am Strand in Ägypten 9528BE [Ardea ibis] — Kora27 / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Kuhreiher_am_Strand_in_%C3%84gypten_9528BE.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Ardea ibis,ニシアマサギ,inat-61907549,supplementary_only,Lyndsey,iNaturalist,https://www.inaturalist.org/photos/61907549,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Ardea ibis [Ardea ibis] — Lyndsey / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/61907549. Original attribution: (c) Lyndsey, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Arenaria interpres,キョウジョシギ,inat-48802077,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/48802077,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Arenaria interpres [Arenaria interpres] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/48802077. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Argania spinosa,アルガンノキ,commons-101610071,primary_candidate,"El Harym Y, Belqat B (2017) First checklist of the fruit flies of Morocco, including new records (Diptera, Tephritidae). ZooKeys 702: 137-171. https://doi.org/10.3897/zookeys.702.13368",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Argania_spinosa_(10.3897-zookeys.702.13368)_Figure_1.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"Argania spinosa (10.3897-zookeys.702.13368) Figure 1 [Argania spinosa] — El Harym Y, Belqat B (2017) First checklist of the fruit flies of Morocco, including new records (Diptera, Tephritidae). ZooKeys 702: 137-171. https://doi.org/10.3897/zookeys.702.13368 / Wikimedia Commons, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Argania_spinosa_(10.3897-zookeys.702.13368)_Figure_1.jpg. Original attribution: https://zookeys.pensoft.net/article/13368/list/2/ (license). Resized and re-encoded; no subject alteration."
Argania spinosa,アルガンノキ,commons-17140104,primary_candidate,Bjørn Christian Tørrissen,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Argan_Tree_near_Tafraoute.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Argan Tree near Tafraoute [Argania spinosa] — Bjørn Christian Tørrissen / Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:Argan_Tree_near_Tafraoute.jpg. Original attribution: Own work by uploader, http://bjornfree.com/galleries.html. Resized and re-encoded; no subject alteration."
Argentina anserina,トウツルキンバイ,inat-9879294,primary_candidate,Mary Krieger,iNaturalist,https://www.inaturalist.org/photos/9879294,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Argentina anserina [Argentina anserina] — Mary Krieger / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/9879294. Original attribution: (c) Mary Krieger, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Arisaema triphyllum,,commons-15044195,supplementary_only,Meneerke bloem,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Arisaema_triphyllum05.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Arisaema triphyllum05 [Arisaema triphyllum] — Meneerke bloem / Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:Arisaema_triphyllum05.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Arisaema triphyllum,,commons-4010166,primary_candidate,Daniel Schwen,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Arisaema_triphyllum_plant.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Arisaema triphyllum plant [Arisaema triphyllum] — Daniel Schwen / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Arisaema_triphyllum_plant.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Arisaema triphyllum,,inat-8204233,supplementary_only,Jason Hollinger,iNaturalist,https://www.inaturalist.org/photos/8204233,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Arisaema triphyllum [Arisaema triphyllum] — Jason Hollinger / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/8204233. Original attribution: (c) Jason Hollinger, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Armadillidium vulgare,オカダンゴムシ,inat-521615676,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/521615676,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Armadillidium vulgare [Armadillidium vulgare] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/521615676. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Armillaria ostoyae,オニナラタケ,commons-14548220,primary_candidate,Holger Krisp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Armillaria-mellea-hallimasch.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Armillaria-mellea-hallimasch [Armillaria ostoyae] — Holger Krisp / Wikimedia Commons, CC BY 3.0 (https://creativecommons.org/licenses/by/3.0); source: https://commons.wikimedia.org/wiki/File:Armillaria-mellea-hallimasch.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
